,Sentence #,Word,POS,Tag
14366,,заказывали,VERB,O
14367,,пиццу,NOUN,B-Food
14368,,",",PUNCT,O
14369,,так,ADV,O
14370,,.,PUNCT,O
14371,,.,PUNCT,O
14372,,.,PUNCT,O
14373,,.,PUNCT,O
14374,,.,PUNCT,O
14375,,ничего,PRON,O
14376,,особенного,ADJ,O
14377,,",",PUNCT,O
14378,,поесть,VERB,B-Food
14379,,можно,ADV,O
14380,,",",PUNCT,O
14381,,допинга,NOUN,B-Food
14382,,не,PART,O
14383,,было,VERB,O
14384,,",",PUNCT,O
14385,,добавить,VERB,O
14386,,было,VERB,O
14387,,нечего,PRON,O
14388,,=,SYM,O
14389,,(,PUNCT,O
14390,,Хотела,VERB,O
14391,,еще,ADV,O
14392,,десерт,NOUN,B-Food
14393,,заказать,VERB,O
14394,,",",PUNCT,O
14395,,так,ADV,O
14396,,фруктов,NOUN,B-Food
14397,,у,ADP,O
14398,,них,PRON,O
14399,,тоже,PART,O
14400,,не,PART,O
14401,,оказалось,VERB,O
14402,,(,PUNCT,O
14403,,(,PUNCT,O
14404,,(,PUNCT,O
14405,,(,PUNCT,O
14406,,Заказали,VERB,O
14407,,чай,NOUN,B-Food
14408,,",",PUNCT,O
14409,,по,ADP,O
14410,,вкусу,NOUN,O
14411,,был,AUX,O
14412,,на,ADP,O
14413,,самый,ADJ,O
14414,,дешевый,ADJ,O
14415,,похож,ADJ,O
14416,,.,PUNCT,O
14417,,Официант,NOUN,B-Service
14418,,все,DET,O
14419,,время,NOUN,O
14420,,куда-то,ADV,O
14421,,пропадал,VERB,O
14422,,",",PUNCT,O
14423,,хотя,SCONJ,O
14424,,народу,NOUN,O
14425,,вообще,ADV,O
14426,,не,PART,O
14427,,было,VERB,O
14428,,.,PUNCT,O
14429,,Еще,ADV,O
14430,,что,PRON,O
14431,,не,PART,O
14432,,понравилось,VERB,O
14433,,",",PUNCT,O
14434,,так,ADV,O
14435,,это,PRON,O
14436,,то,PRON,O
14437,,",",PUNCT,O
14438,,что,SCONJ,O
14439,,повара,NOUN,B-Service
14440,,прямо,ADV,O
14441,,через,ADP,O
14442,,все,DET,O
14443,,кафе,NOUN,O
14444,,ходят,VERB,O
14445,,",",PUNCT,O
14446,,туда,ADV,O
14447,,-сюда,VERB,O
14448,,.,PUNCT,O
14449,,В,ADP,O
14450,,общем,ADJ,O
14451,,-,PUNCT,O
14452,,я,PRON,O
14453,,не,PART,O
14454,,в,ADP,O
14455,,восторге,NOUN,O
14456,,от,ADP,O
14457,,этого,DET,O
14458,,заведения,NOUN,B-Whole
14459,,",",PUNCT,O
14460,,туда,ADV,O
14461,,больше,ADV,O
14462,,не,PART,O
14463,,пойду,VERB,O
14464,,.,PUNCT,O
14465,Sentence: 90,из,ADP,O
14466,,всех,DET,O
14467,,посещенных,VERB,O
14468,,мной,PRON,O
14469,,ресторанов,NOUN,O
14470,,китайской,ADJ,O
14471,,кухни,NOUN,O
14472,,Тан,PROPN,O
14473,,Жен,PROPN,O
14474,,на,ADP,O
14475,,гороховой,ADJ,O
14476,,-,PUNCT,O
14477,,самой,ADJ,O
14478,,любимый,VERB,O
14479,,.,PUNCT,O
14480,,это,DET,O
14481,,место,NOUN,B-Whole
14482,,",",PUNCT,O
14483,,чтобы,SCONJ,O
14484,,хорошо,ADJ,O
14485,,",",PUNCT,O
14486,,вкусно,ADJ,B-Food
14487,,и,CCONJ,O
14488,,просто,PART,O
14489,,поесть,VERB,B-Food
14490,,.,PUNCT,O
14491,,тут,ADV,O
14492,,вам,PRON,O
14493,,не,PART,O
14494,,будет,VERB,O
14495,,дорогого,ADJ,O
14496,,",",PUNCT,O
14497,,роскошного,ADJ,O
14498,,интерьера,NOUN,B-Interior
14499,,и,CCONJ,O
14500,,изысканного,VERB,O
14501,,меню,NOUN,B-Food
14502,,.,PUNCT,O
14503,,зато,CCONJ,O
14504,,вы,PRON,O
14505,,получите,VERB,O
14506,,отличную,ADJ,O
14507,,кухню,NOUN,B-Food
14508,,и,CCONJ,O
14509,,быстрое,ADJ,O
14510,,",",PUNCT,O
14511,,качественное,ADJ,O
14512,,обслуживание,NOUN,B-Service
14513,,.,PUNCT,O
14514,,из,ADP,O
14515,,года,NOUN,O
14516,,в,ADP,O
14517,,год,NOUN,O
14518,,ресторан,NOUN,B-Service
14519,,не,PART,O
14520,,становится,VERB,O
14521,,хуже,ADJ,O
14522,,",",PUNCT,O
14523,,что,SCONJ,O
14524,,не,PART,O
14525,,может,VERB,O
14526,,не,PART,O
14527,,радовать,VERB,O
14528,,.,PUNCT,O
14529,,несмотря,ADV,O
14530,,на,ADP,O
14531,,бешеную,ADJ,O
14532,,популярность,NOUN,O
14533,,",",PUNCT,O
14534,,владельцы,NOUN,O
14535,,держат,VERB,O
14536,,марку,NOUN,O
14537,,и,CCONJ,O
14538,,не,PART,O
14539,,позволяют,VERB,O
14540,,себе,PRON,O
14541,,экономить,VERB,O
14542,,на,ADP,O
14543,,качестве,NOUN,O
14544,,еды,NOUN,O
14545,,.,PUNCT,O
14546,,более,ADV,O
14547,,того,PRON,O
14548,,",",PUNCT,O
14549,,даже,PART,O
14550,,когда,SCONJ,O
14551,,зал,NOUN,O
14552,,полный,ADJ,O
14553,,(,PUNCT,O
14554,,а,CCONJ,O
14555,,это,PRON,O
14556,,бывает,VERB,O
14557,,в,ADP,O
14558,,"99,9",NUM,O
14559,,%,SYM,O
14560,,случаев,NOUN,O
14561,,),PUNCT,O
14562,,",",PUNCT,O
14563,,вы,PRON,O
14564,,не,PART,O
14565,,будете,AUX,O
14566,,ждать,VERB,O
14567,,меню,NOUN,O
14568,,или,CCONJ,O
14569,,официанта,NOUN,B-Service
14570,,дольше,ADV,O
14571,,2-х,ADJ,O
14572,,минут,NOUN,O
14573,,.,PUNCT,O
14574,,простой,ADJ,O
14575,,пример,NOUN,O
14576,,:,PUNCT,O
14577,,14,NUM,O
14578,,февраля,NOUN,O
14579,,",",PUNCT,O
14580,,в,ADP,O
14581,,полный,ADJ,O
14582,,аншлаг,NOUN,O
14583,,",",PUNCT,O
14584,,от,ADP,O
14585,,момента,NOUN,O
14586,,",",PUNCT,O
14587,,когда,SCONJ,O
14588,,мы,PRON,O
14589,,сели,VERB,O
14590,,за,ADP,O
14591,,стол,NOUN,O
14592,,до,ADP,O
14593,,момента,NOUN,O
14594,,",",PUNCT,O
14595,,когда,SCONJ,O
14596,,нам,PRON,O
14597,,вынесли,VERB,O
14598,,первое,ADJ,O
14599,,блюдо,NOUN,O
14600,,",",PUNCT,O
14601,,прошло,VERB,O
14602,,минут,NOUN,O
14603,,15,NUM,O
14604,,.,PUNCT,O
14605,,и,CCONJ,O
14606,,было,AUX,O
14607,,вкусно,ADJ,O
14608,,.,PUNCT,O
14609,,даже,PART,O
14610,,не,PART,O
14611,,так,ADV,O
14612,,.,PUNCT,O
14613,,ВКУСНО,ADJ,B-Food
14614,,.,PUNCT,O
14615,,единственный,ADJ,O
14616,,минус,NOUN,O
14617,,-,PUNCT,O
14618,,нужно,ADJ,O
14619,,обязательно,ADV,O
14620,,бронировать,VERB,O
14621,,столик,NOUN,O
14622,,.,PUNCT,O
14623,Sentence: 91,Почитал,VERB,O
14624,,отзывы,NOUN,O
14625,,на,ADP,O
14626,,этом,DET,O
14627,,сайте,NOUN,O
14628,,и,CCONJ,O
14629,,решил,VERB,O
14630,,посетить,VERB,O
14631,,заведение,NOUN,B-Whole
14632,,.,PUNCT,O
14633,,Действительно,ADV,O
14634,,",",PUNCT,O
14635,,все,PRON,O
14636,,оказалось,VERB,O
14637,,"""",PUNCT,O
14638,,на,ADP,O
14639,,уровне,NOUN,O
14640,,"""",PUNCT,O
14641,,.,PUNCT,O
14642,,Понравился,VERB,O
14643,,красивый,ADJ,O
14644,,интерьер,NOUN,B-Interior
14645,,и,CCONJ,O
14646,,вежливое,ADJ,O
14647,,",",PUNCT,O
14648,,довольно,ADV,O
14649,,быстрое,ADJ,O
14650,,обслуживание,NOUN,B-Service
14651,,.,PUNCT,O
14652,,Но,CCONJ,O
14653,,самое,ADJ,O
14654,,главное,NOUN,O
14655,,-,PUNCT,O
14656,,все,PRON,O
14657,,было,AUX,O
14658,,ОЧЕНЬ,ADV,O
14659,,вкусно,ADJ,O
14660,,.,PUNCT,O
14661,,Давно,ADV,O
14662,,не,PART,O
14663,,был,AUX,O
14664,,в,ADP,O
14665,,заведении,NOUN,B-Whole
14666,,",",PUNCT,O
14667,,к,ADP,O
14668,,которому,PRON,O
14669,,у,ADP,O
14670,,меня,PRON,O
14671,,не,PART,O
14672,,возникло,VERB,O
14673,,почти,ADV,O
14674,,никаких,DET,O
14675,,претензий,NOUN,O
14676,,.,PUNCT,O
14677,,Посидели,VERB,O
14678,,с,ADP,O
14679,,друзьями,NOUN,O
14680,,просто,PART,O
14681,,замечательно,ADV,O
14682,,и,CCONJ,O
14683,,все,PRON,O
14684,,ушли,VERB,O
14685,,в,ADP,O
14686,,хорошем,ADJ,O
14687,,настроении,NOUN,O
14688,,.,PUNCT,O
14689,,Обязательно,ADV,O
14690,,зайду,VERB,O
14691,,туда,ADV,O
14692,,еще,ADV,O
14693,,.,PUNCT,O
14694,Sentence: 92,Мы,PRON,O
14695,,пришли,VERB,O
14696,,с,ADP,O
14697,,мужем,NOUN,O
14698,,в,ADP,O
14699,,"""",PUNCT,O
14700,,Небо,NOUN,O
14701,,"""",PUNCT,O
14702,,приблизительно,ADV,O
14703,,в,ADP,O
14704,,19:,NUM,O
14705,,00,NUM,O
14706,,9,NUM,O
14707,,февраля,NOUN,O
14708,,.,PUNCT,O
14709,,На,ADP,O
14710,,входе,NOUN,O
14711,,нас,PRON,O
14712,,встретил,VERB,B-Service
14713,,неприятный,ADJ,O
14714,,молодой,ADJ,O
14715,,человек,NOUN,O
14716,,-,PUNCT,O
14717,,администратор,NOUN,O
14718,,.,PUNCT,O
14719,,Честно,ADV,O
14720,,говоря,VERB,O
14721,,была,AUX,O
14722,,немного,ADV,O
14723,,удивлена,VERB,O
14724,,.,PUNCT,O
14725,,.,PUNCT,O
14726,,.,PUNCT,O
14727,,Не,PART,O
14728,,первый,ADJ,O
14729,,раз,NOUN,O
14730,,приходим,VERB,O
14731,,в,ADP,O
14732,,этот,DET,O
14733,,ресторан,NOUN,B-Whole
14734,,и,CCONJ,O
14735,,все,DET,O
14736,,время,NOUN,O
14737,,такие,DET,O
14738,,красивые,ADJ,O
14739,,девушки,NOUN,B-Service
14740,,встречают,VERB,O
14741,,",",PUNCT,O
14742,,а,CCONJ,O
14743,,тут,ADV,O
14744,,.,PUNCT,O
14745,,(,PUNCT,O
14746,,!,PUNCT,O
14747,,),PUNCT,O
14748,,Ну,PART,O
14749,,да,PART,O
14750,,ладно,PART,O
14751,,идем,VERB,O
14752,,дальше,ADV,O
14753,,.,PUNCT,O
14754,,В,ADP,O
14755,,это,DET,O
14756,,время,NOUN,O
14757,,суток,NOUN,O
14758,,в,ADP,O
14759,,ресторане,NOUN,B-Whole
14760,,не,PART,O
14761,,было,VERB,O
14762,,много,ADV,O
14763,,народа,NOUN,O
14764,,.,PUNCT,O
14765,,И,CCONJ,O
14766,,перед,ADP,O
14767,,нами,PRON,O
14768,,был,AUX,O
14769,,огромный,ADJ,O
14770,,выбор,NOUN,O
14771,,мест,NOUN,O
14772,,.,PUNCT,O
14773,,Нам,PRON,O
14774,,предложили,VERB,O
14775,,присесть,VERB,O
14776,,на,ADP,O
14777,,мягких,ADJ,O
14778,,и,CCONJ,O
14779,,удобных,ADJ,O
14780,,диванчиках,NOUN,B-Interior
14781,,.,PUNCT,O
14782,,Конечно,ADV,O
14783,,не,PART,O
14784,,у,ADP,O
14785,,окна,NOUN,O
14786,,",",PUNCT,O
14787,,но,CCONJ,O
14788,,вид,NOUN,O
14789,,все,PART,O
14790,,же,PART,O
14791,,как,SCONJ,O
14792,,всегда,ADV,O
14793,,был,AUX,O
14794,,прекрасен,ADJ,O
14795,,.,PUNCT,O
14796,,Буквально,ADV,O
14797,,через,ADP,O
14798,,5,NUM,O
14799,,минут,NOUN,O
14800,,к,ADP,O
14801,,нам,PRON,O
14802,,подошел,VERB,O
14803,,любезный,ADJ,O
14804,,официант,NOUN,B-Service
14805,,и,CCONJ,O
14806,,принял,VERB,O
14807,,наш,DET,O
14808,,заказ,NOUN,O
14809,,.,PUNCT,O
14810,,Приблизительно,ADV,O
14811,,через,ADP,O
14812,,15,NUM,O
14813,,минут,NOUN,O
14814,,мы,PRON,O
14815,,уже,ADV,O
14816,,наслаждались,VERB,O
14817,,теплым,ADJ,O
14818,,мексиканским,ADJ,O
14819,,салатом,NOUN,O
14820,,и,CCONJ,O
14821,,карпаччо,NOUN,O
14822,,из,ADP,O
14823,,утиной,ADJ,O
14824,,грудки,NOUN,O
14825,,.,PUNCT,O
14826,,Холодные,ADJ,O
14827,,закуска,NOUN,O
14828,,и,CCONJ,O
14829,,салат,NOUN,B-Food
14830,,были,AUX,O
14831,,великолепны,ADJ,O
14832,,!,PUNCT,O
14833,,Горячее,ADJ,B-Food
14834,,тоже,PART,O
14835,,очень,ADV,O
14836,,порадовало,VERB,O
14837,,.,PUNCT,O
14838,,Официант,NOUN,B-Service
14839,,был,AUX,O
14840,,всегда,ADV,O
14841,,внимателен,ADJ,O
14842,,и,CCONJ,O
14843,,любезен,ADJ,O
14844,,.,PUNCT,O
14845,,Появлялся,VERB,O
14846,,всегда,ADV,O
14847,,в,ADP,O
14848,,тот,DET,O
14849,,момент,NOUN,O
14850,,",",PUNCT,O
14851,,в,ADP,O
14852,,который,PRON,O
14853,,нужно,ADJ,O
14854,,.,PUNCT,O
14855,,Не,PART,O
14856,,надоедал,VERB,O
14857,,",",PUNCT,O
14858,,ну,PART,O
14859,,и,CCONJ,O
14860,,не,PART,O
14861,,оставлял,VERB,O
14862,,нас,PRON,O
14863,,совсем,ADV,O
14864,,одних,DET,O
14865,,.,PUNCT,O
14866,,В,ADP,O
14867,,общем,ADJ,O
14868,,все,PRON,O
14869,,было,AUX,O
14870,,прекрасно,ADJ,O
14871,,!,PUNCT,O
14872,,Нам,PRON,O
14873,,очень,ADV,O
14874,,понравилось,VERB,O
14875,,.,PUNCT,O
14876,,.,PUNCT,O
14877,,Будем,AUX,O
14878,,приходить,VERB,O
14879,,еще,ADV,O
14880,,и,PART,O
14881,,еще,ADV,O
14882,,много,ADV,O
14883,,раз,NOUN,O
14884,,.,PUNCT,O
14885,,=,SYM,O
14886,,),PUNCT,O
14887,Sentence: 93,Отличное,ADJ,O
14888,,место,NOUN,B-Whole
14889,,",",PUNCT,O
14890,,с,ADP,O
14891,,отличной,ADJ,O
14892,,кухней,NOUN,B-Food
14893,,.,PUNCT,O
14894,,Читал,VERB,O
14895,,много,ADV,O
14896,,отзывов,NOUN,O
14897,,",",PUNCT,O
14898,,честно,ADV,O
14899,,говоря,VERB,O
14900,,больше,ADV,O
14901,,половины,NOUN,O
14902,,из,ADP,O
14903,,них,PRON,O
14904,,оказалось,VERB,O
14905,,враньем,NOUN,O
14906,,.,PUNCT,O
14907,,Кто-то,PRON,O
14908,,писал,VERB,O
14909,,про,ADP,O
14910,,салаты,NOUN,O
14911,,из,ADP,O
14912,,холодильника,NOUN,O
14913,,и,CCONJ,O
14914,,не,PART,O
14915,,вкусный,ADJ,O
14916,,лаваш,NOUN,B-Food
14917,,.,PUNCT,O
14918,,Все,PRON,O
14919,,не,PART,O
14920,,правда,NOUN,O
14921,,.,PUNCT,O
14922,,Салаты,NOUN,B-Food
14923,,свежие,ADJ,O
14924,,",",PUNCT,O
14925,,ингредиенты,NOUN,O
14926,,явно,ADV,O
14927,,не,PART,O
14928,,из,ADP,O
14929,,ленты,NOUN,O
14930,,и,CCONJ,O
14931,,холодильника,NOUN,O
14932,,.,PUNCT,O
14933,,Лаваш,NOUN,B-Food
14934,,свежий,ADJ,O
14935,,",",PUNCT,O
14936,,съели,VERB,O
14937,,сразу,ADV,O
14938,,",",PUNCT,O
14939,,еще,ADV,O
14940,,салат,NOUN,B-Food
14941,,не,PART,O
14942,,успели,VERB,O
14943,,принести,VERB,O
14944,,.,PUNCT,O
14945,,Кто-то,PRON,O
14946,,говорил,VERB,O
14947,,",",PUNCT,O
14948,,что,SCONJ,O
14949,,мясо,NOUN,B-Food
14950,,долго,ADV,O
14951,,готовят,VERB,O
14952,,.,PUNCT,O
14953,,Да,PART,O
14954,,",",PUNCT,O
14955,,не,PART,O
14956,,через,ADP,O
14957,,10,NUM,O
14958,,минут,NOUN,O
14959,,приносят,VERB,O
14960,,",",PUNCT,O
14961,,но,CCONJ,O
14962,,сразу,ADV,O
14963,,говорят,VERB,O
14964,,",",PUNCT,O
14965,,надо,ADV,O
14966,,подождать,VERB,O
14967,,40,NUM,O
14968,,минут,NOUN,O
14969,,.,PUNCT,O
14970,,Шашлык,NOUN,B-Food
14971,,свежий,ADJ,O
14972,,",",PUNCT,O
14973,,тает,VERB,O
14974,,",",PUNCT,O
14975,,никакого,DET,O
14976,,жира,NOUN,O
14977,,и,CCONJ,O
14978,,костей,NOUN,O
14979,,.,PUNCT,O
14980,,Приборы,NOUN,O
14981,,даются,VERB,O
14982,,не,PART,O
14983,,одни,DET,O
14984,,.,PUNCT,O
14985,,Из,ADP,O
14986,,минусов,NOUN,O
14987,,(,PUNCT,O
14988,,для,ADP,O
14989,,меня,PRON,O
14990,,это,PRON,O
14991,,не,PART,O
14992,,минус,NOUN,O
14993,,),PUNCT,O
14994,,",",PUNCT,O
14995,,нет,VERB,O
14996,,отдельно,ADV,O
14997,,зала,NOUN,O
14998,,для,ADP,O
14999,,курящих,VERB,O
15000,,",",PUNCT,O
15001,,ну,PART,O
15002,,и,CCONJ,O
15003,,возможно,ADV,O
15004,,персонал,NOUN,B-Service
15005,,немного,ADV,O
15006,,назойлив,VERB,O
15007,,(,PUNCT,O
15008,,хотя,SCONJ,O
15009,,по,ADP,O
15010,,мне,PRON,O
15011,,так,ADV,O
15012,,в,ADP,O
15013,,самый,ADJ,O
15014,,раз,NOUN,O
15015,,),PUNCT,O
15016,,.,PUNCT,O
15017,,Бокалы,NOUN,O
15018,,всегда,ADV,O
15019,,полные,ADJ,O
15020,,и,CCONJ,O
15021,,не,PART,O
15022,,надо,ADV,O
15023,,ждать,VERB,O
15024,,несколько,NUM,O
15025,,минут,NOUN,O
15026,,",",PUNCT,O
15027,,когда,SCONJ,O
15028,,к,ADP,O
15029,,тебе,PRON,O
15030,,подойдут,VERB,O
15031,,(,PUNCT,O
15032,,во,ADP,O
15033,,многих,NUM,O
15034,,заведениях,NOUN,B-Whole
15035,,именно,PART,O
15036,,так,ADV,O
15037,,),PUNCT,O
15038,,.,PUNCT,O
15039,,Порции,NOUN,B-Food
15040,,вполне,ADV,O
15041,,нормальные,ADJ,O
15042,,",",PUNCT,O
15043,,не,PART,O
15044,,огромные,ADJ,O
15045,,",",PUNCT,O
15046,,но,CCONJ,O
15047,,и,PART,O
15048,,не,PART,O
15049,,маленькие,ADJ,O
15050,,.,PUNCT,O
15051,,Ну,PART,O
15052,,и,CCONJ,O
15053,,самое,ADJ,O
15054,,главное,NOUN,O
15055,,-,PUNCT,O
15056,,это,PRON,O
15057,,цены,NOUN,B-Price
15058,,.,PUNCT,O
15059,,Дешево,ADJ,O
15060,,и,CCONJ,O
15061,,очень,ADV,O
15062,,вкусно,ADJ,O
15063,,.,PUNCT,O
15064,,Сколько,NUM,O
15065,,мы,PRON,O
15066,,съели,VERB,B-Food
15067,,и,CCONJ,O
15068,,выпили,VERB,B-Food
15069,,на,ADP,O
15070,,шесть,NUM,O
15071,,человек,NOUN,O
15072,,",",PUNCT,O
15073,,в,ADP,O
15074,,других,ADJ,O
15075,,заведениях,NOUN,B-Whole
15076,,попросту,PART,O
15077,,было,AUX,O
15078,,бы,AUX,O
15079,,в,ADP,O
15080,,два,NUM,O
15081,,-,PUNCT,O
15082,,три,NUM,O
15083,,раза,NOUN,O
15084,,дороже,ADJ,O
15085,,.,PUNCT,O
15086,,Ушли,VERB,O
15087,,довольные,ADJ,O
15088,,и,CCONJ,O
15089,,сытые,ADJ,O
15090,,.,PUNCT,O
15091,,Сюда,ADV,O
15092,,по,ADP,O
15093,,отзывам,NOUN,O
15094,,",",PUNCT,O
15095,,это,DET,O
15096,,место,NOUN,B-Whole
15097,,посещали,VERB,O
15098,,",",PUNCT,O
15099,,люди,NOUN,O
15100,,рангом,NOUN,O
15101,,",",PUNCT,O
15102,,как,SCONJ,O
15103,,минимум,NOUN,O
15104,,депутатов,NOUN,O
15105,,.,PUNCT,O
15106,,Так,ADV,O
15107,,если,SCONJ,O
15108,,есть,VERB,O
15109,,деньги,NOUN,O
15110,,",",PUNCT,O
15111,,можно,ADV,O
15112,,и,PART,O
15113,,в,ADP,O
15114,,другие,ADJ,O
15115,,рестораны,NOUN,B-Whole
15116,,ходить,VERB,O
15117,,",",PUNCT,O
15118,,а,CCONJ,O
15119,,не,PART,O
15120,,писать,VERB,O
15121,,чушь,NOUN,O
15122,,про,ADP,O
15123,,салаты,NOUN,O
15124,,из,ADP,O
15125,,холодильника,NOUN,O
15126,,.,PUNCT,O
15127,Sentence: 94,Удивлена,ADJ,O
15128,,наличием,NOUN,O
15129,,негативных,ADJ,O
15130,,отзывов,NOUN,O
15131,,о,ADP,O
15132,,данном,ADJ,O
15133,,заведении,NOUN,B-Whole
15134,,",",PUNCT,O
15135,,т.,PRON,O
15136,,к.,ADV,O
15137,,я,PRON,O
15138,,лично,ADV,O
15139,,осталась,VERB,O
15140,,в,ADP,O
15141,,полном,ADJ,O
15142,,восторге,NOUN,O
15143,,от,ADP,O
15144,,ВСЕГО,PRON,O
15145,,:,PUNCT,O
15146,,прекрасное,ADJ,O
15147,,обслуживание,NOUN,B-Service
15148,,",",PUNCT,O
15149,,приветливый,ADJ,O
15150,,персонал,NOUN,B-Service
15151,,",",PUNCT,O
15152,,демократичные,ADJ,O
15153,,цены,NOUN,B-Price
15154,,",",PUNCT,O
15155,,очень,ADV,O
15156,,вкусная,ADJ,O
15157,,еда,NOUN,B-Food
15158,,и,CCONJ,O
15159,,большие,ADJ,O
15160,,порции,NOUN,B-Food
15161,,",",PUNCT,O
15162,,ненавязчивый,ADJ,O
15163,,интерьер,NOUN,B-Interior
15164,,",",PUNCT,O
15165,,все,PRON,O
15166,,чисто,ADV,O
15167,,и,CCONJ,O
15168,,аккуратно,ADV,O
15169,,",",PUNCT,O
15170,,отличное,ADJ,O
15171,,качество,NOUN,O
15172,,какаоке,PRON,B-Interior
15173,,!,PUNCT,O
15174,,Еще,ADV,O
15175,,из,ADP,O
15176,,плюсов,NOUN,O
15177,,-,PUNCT,O
15178,,при,ADP,O
15179,,заказе,NOUN,O
15180,,банкета,NOUN,O
15181,,есть,VERB,O
15182,,специальное,ADJ,O
15183,,предложение,NOUN,O
15184,,по,ADP,O
15185,,алкоголю,NOUN,B-Food
15186,,(,PUNCT,O
15187,,можно,ADV,O
15188,,приобрети,VERB,O
15189,,вино,NOUN,B-Food
15190,,",",PUNCT,O
15191,,шампанское,ADJ,B-Food
15192,,и,CCONJ,O
15193,,водку,NOUN,B-Food
15194,,по,ADP,O
15195,,ценам,NOUN,O
15196,,производителя,NOUN,O
15197,,),PUNCT,O
15198,,.,PUNCT,O
15199,,Праздновала,VERB,O
15200,,там,ADV,O
15201,,свое,DET,O
15202,,ДР,NOUN,O
15203,,-,PUNCT,O
15204,,я,PRON,O
15205,,и,PART,O
15206,,гости,NOUN,O
15207,,оставлись,VERB,O
15208,,на,ADP,O
15209,,100,NUM,O
15210,,%,SYM,O
15211,,довольны,ADJ,O
15212,,!,PUNCT,O
15213,,!,PUNCT,O
15214,,Огромное,ADJ,O
15215,,спасибо,NOUN,O
15216,,персоналу,NOUN,B-Service
15217,,!,PUNCT,O
15218,,обязательно,ADV,O
15219,,придем,VERB,O
15220,,к,ADP,O
15221,,Вам,PRON,O
15222,,снова,ADV,O
15223,,!,PUNCT,O
15224,,!,PUNCT,O
15225,Sentence: 95,Ну,PART,O
15226,,вот,PART,O
15227,,посетила,VERB,O
15228,,Чаплин,PROPN,O
15229,,-,PUNCT,O
15230,,холл,NOUN,O
15231,,",",PUNCT,O
15232,,поделюсь,VERB,O
15233,,впечатлениями,NOUN,O
15234,,.,PUNCT,O
15235,,Заведение,NOUN,B-Whole
15236,,хорошее,ADJ,O
15237,,",",PUNCT,O
15238,,сказать,VERB,O
15239,,",",PUNCT,O
15240,,что,SCONJ,O
15241,,это,PRON,O
15242,,ресторан,NOUN,B-Whole
15243,,было,AUX,O
15244,,бы,AUX,O
15245,,не,PART,O
15246,,совсем,ADV,O
15247,,корректно,ADJ,O
15248,,",",PUNCT,O
15249,,это,PRON,O
15250,,даже,PART,O
15251,,скорее,ADV,O
15252,,концертный,ADJ,O
15253,,зал,NOUN,O
15254,,с,ADP,O
15255,,возможностью,NOUN,O
15256,,заказать,VERB,O
15257,,еду,NOUN,B-Food
15258,,и,CCONJ,O
15259,,напитки,NOUN,B-Food
15260,,.,PUNCT,O
15261,,Зал,NOUN,B-Interior
15262,,очень,ADV,O
15263,,просторный,ADJ,O
15264,,и,CCONJ,O
15265,,атмосферный,ADJ,O
15266,,",",PUNCT,O
15267,,свободного,ADJ,O
15268,,места,NOUN,B-Interior
15269,,предостаточно,ADV,O
15270,,.,PUNCT,O
15271,,Удобные,ADJ,O
15272,,столики,NOUN,B-Interior
15273,,на,ADP,O
15274,,небольшую,ADJ,O
15275,,компанию,NOUN,O
15276,,друзей,NOUN,O
15277,,-,PUNCT,O
15278,,знакомых,NOUN,O
15279,,.,PUNCT,O
15280,,Меню,NOUN,B-Food
15281,,достаточно,ADV,O
15282,,разнообразное,ADJ,O
15283,,",",PUNCT,O
15284,,есть,VERB,O
15285,,отдельное,ADJ,O
15286,,меню,NOUN,O
15287,,японской,ADJ,O
15288,,кухни,NOUN,O
15289,,",",PUNCT,O
15290,,ну,PART,O
15291,,это,PRON,O
15292,,на,ADP,O
15293,,любителя,NOUN,O
15294,,.,PUNCT,O
15295,,Я,PRON,O
15296,,",",PUNCT,O
15297,,например,ADV,O
15298,,",",PUNCT,O
15299,,больше,ADV,O
15300,,предпочитаю,VERB,O
15301,,традиционную,ADJ,O
15302,,кухню,NOUN,O
15303,,.,PUNCT,O
15304,,Есть,VERB,O
15305,,смешанные,ADJ,O
15306,,блюда,NOUN,B-Food
15307,,",",PUNCT,O
15308,,вот,PART,O
15309,,например,ADV,O
15310,,",",PUNCT,O
15311,,так,ADV,O
15312,,любимая,VERB,O
15313,,русским,ADJ,O
15314,,человеком,NOUN,O
15315,,сельдь,NOUN,O
15316,,под,ADP,O
15317,,шубой,NOUN,O
15318,,…,PUNCT,O
15319,,с,ADP,O
15320,,крабом,NOUN,O
15321,,.,PUNCT,O
15322,,Ее,PRON,O
15323,,не,PART,O
15324,,пробовала,VERB,O
15325,,",",PUNCT,O
15326,,просто,PART,O
15327,,название,NOUN,O
15328,,зацепило,VERB,O
15329,,.,PUNCT,O
15330,,Попробовала,VERB,O
15331,,палтуса,NOUN,O
15332,,запеченного,VERB,O
15333,,–,PUNCT,O
15334,,хорош,ADJ,O
15335,,",",PUNCT,O
15336,,да,CCONJ,O
15337,,и,PART,O
15338,,красиво,ADV,O
15339,,смотрится,VERB,O
15340,,на,ADP,O
15341,,тарелке,NOUN,O
15342,,.,PUNCT,O
15343,,Правда,ADV,O
15344,,",",PUNCT,O
15345,,эта,DET,O
15346,,самая,ADJ,O
15347,,тарелка,NOUN,O
15348,,уж,PART,O
15349,,как-то,ADV,O
15350,,намного,ADV,O
15351,,больше,ADV,O
15352,,самого,ADJ,O
15353,,палтуса,NOUN,B-Food
15354,,.,PUNCT,O
15355,,Видимо,ADV,O
